Insee,"Code postal",Commune,"Nombre habitants",Rue,Ordures,"Horaires ordures",Recurrence,Tri,"Horaires tri",Recurrence
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GOMEL (Rue de) 2 BLOCS / entre Rue des Hauts de CHANTURGUE et Rue d'ABERDEEN","Mardi - Vendredi","05h00 / 12h00 - 14h00 / 21h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GONCOURT (Rue) / entre Avenue Raymond BERGOUGNAN et Impasse","Lundi - Jeudi","14h00 / 21h00 - 13h00 / 20h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GONDARD (Place Paul) / entre Rue du PORT et Rue des BOHEMES",Samedi,"05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GONOD (Rue) Impair / entre Place de JAUDE et Rue LAGARLAYE",Samedi,"05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GOUMY (Rue Emilienne) / entre Rue LACEPEDE et Rue THEVENOT THIBAUD","Mardi - Vendredi","05h00 / 12h00 - 05h00 / 12h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GOURGOUILLON (Rue) / entre Rue MAUPOINT et Boulevard ARISTIDE BRIAND","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mardi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GOURGOUILLON (Rue) / entre Boulevard PASTEUR et Boulevard ARISTIDE BRIAND","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GOURLETTES (Rue des) / entre Rue Etienne DOLET et Place Henri DUNANT","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mardi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GRANDE BRETAGNE (Avenue de) / entre Place de SALFORD et ESPLANADE de la GARE","Mardi - Vendredi","05h00 / 12h00 - 05h00 / 12h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GRANDS JOURS (Rue des) / entre Rue Philippe MARCOMBES et Rue du TERRAIL",Samedi,"05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GRANDSAIGNE (Allée de) / entre Rue des PLANCHETTES et Impasse","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GRAS (Place des) / entre Rue des GRAS et Rue de la COIFFERIE","Mardi - Samedi","05h00 / 07h30 - 05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GRAS (Rue des) / entre Place Edmond LEMAIGRE et Rue du 11 Novembre","Mardi - Samedi","05h00 / 07h30 - 05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GRAS (Rue des) / entre Rue du 11 Novembre et Avenue des Etats-Unis",Samedi,"05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GRAVANCHES (Rue des) / entre Boulevard Ambroise BRUGIERE et Chemin du Moutier",Mardi,"05h00 / 12h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GRAVANCHES (Rue des) / entre Rue des CHANDIOTS et Boulevard Ambroise BRUGIERE","Lundi - Jeudi","14h00 / 21h00 - 05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GRAVANCHES (Rue des) Voie militaire / entre Rue Emile Combes et Voie militaire","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GRAVENOIRE (Rue de) / entre Rue RAMOND et Boulevard Charles de GAULLE","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GRAVIERE (Impasse de la) / Rue de la GRAVIERE","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GRAVIERE (Rue de la) Impair / entre Avenue de la REPUBLIQUE et Place de la RODADE","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GRAVIERE (Rue de la) Pair / entre Avenue de la REPUBLIQUE et Place de la RODADE","Lundi - Jeudi","05h00 / 07h30 - 05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GRAVOUSES (Rue des) / entre Avenue Raymond BERGOUGNAN et Avenue de BORDEAUX","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GRAVOUSES (Sentier des) / Rue de NOHANENT",Jeudi,"05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GREGOIRE DE TOURS (Rue) / entre Rue SAVARON et Place Michel de l'HOSPITAL",Samedi,"05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GRELLET (Rue) / entre Avenue Edouard MICHELIN et Rue de la LIEVE","Lundi - Jeudi","14h00 / 21h00 - 05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GRENOUILLET (Impasse) / entre Boulevard Gustave FLAUBERT (aprés le N°99) et Impasse","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GROLIERE (Rue de la) / entre Place de la RODADE et Rue du CLOS FOUR","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GUERY (Impasse du) / entre Rue du GUERY et Impasse",Jeudi,"05h00 / 12h00","Semaine ",Mardi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GUERY (Rue du) / entre Rue de la CASSIERE et Rue de CEYRAT",Jeudi,"05h00 / 12h00","Semaine ",Mardi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GUESDE (Rue Jules) / entre Rue du SEMINAIRE et Place de la FONTAINE","Lundi - Jeudi","05h00 / 07h30 - 05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GUICHARD (Rue Claude) / entre Rue du CAPRICORNE et Boulevard Jean MOULIN",Mardi,"05h00 / 12h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GUTENBERG (Rue) / entre Rue Nicolas Joseph CUGNOT et Rue Jules VERNE","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GUYNEMER (Rue ) Impair / entre Avenue Edouard MICHELIN et Rue Pierre SEMARD","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mardi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","GUYNEMER (Rue )Pair / entre Avenue Edouard MICHELIN et Rue Pierre SEMARD","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mardi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","HALLE DE BOULOGNE (Rue) / entre Place Philippe MARCOMBES et Rue PASCAL",Samedi,"05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","HAMEAU DE LA FONTAINE / entre Rue CHALONAX et Impasse",Jeudi,"05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","HAMEAU DES LAURIERS / entre Rue des LAURIERS et Impasse",Jeudi,"05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","HAMEAU DU PETIT VAR / entre Rue Marcel PAGNOL et Impasse",Mardi,"05h00 / 12h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","HAMEAU SOUS LES VIGNES / entre Rue sous les VIGNES et Rue Alexander FLEMING","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","HAUT CHANCROLE (Chemin du) / Rue de CHANCROLE",Mardi,"05h00 / 12h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","HAUT CHANTURGUE (Chemin du) / entre Boulevard CHARCOT et Ex C.V. N°66 dit Chemin VERT",Jeudi,"05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","HAUT DES COTES (Chemin du) ex CR N° 58 / Rue CHATEAUBRIAND",Jeudi,"05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","HAUTS DE CHANTURGUE (Rue des) / entre Rue du TORPILLEUR SIROCCO et Rue de GOMEL","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","HAUY (Rue Valentin) / entre Rue Patrick DEPAILLER et Rue Patrick DEPAILLER","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","HERBET (Rue d') / entre Rue Anatole FRANCE et Boulevard Jean MOULIN",Samedi,"05h00 / 12h00","Semaine ",Jeudi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","HERIBAUD (Rue Frère) / entre Rue Anatole FRANCE et Avenue Edouard MICHELIN","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mardi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","HERMITAGE (Rue de l') / entre Boulevard Robert SCHUMAN et Rue Jean CLARET","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","HOCHARD (Rue William) / entre Rue Rodolphe DIESEL et Impasse","Mardi - Vendredi","05h00 / 12h00 - 13h00 / 20h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","HOCHE (Rue) / entre Place des CORDELIERS et Rue du FAUBOURG des JUIFS","Lundi - Jeudi","14h00 / 21h00 - 05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","HOCHE (Rue) prolongé / entre Rue du FAUBOURG des JUIFS et Impasse","Lundi - Jeudi","14h00 / 21h00 - 05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","HOSPITAL (Rue Docteur) / entre Rue CHAMPFLEURI et Boulevard Maurice POURCHON",Jeudi,"05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","HOSPITAL (Rue Docteur) / entre Boulevard Maurice POURCHON et FIN de Rue",Jeudi,"05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","HUET (Rue Paul) / entre Rue COROT et Rue NELATON","Mercredi - Samedi","14h00 / 21h00 - 05h00 / 12h00","Semaine ",Jeudi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","HUGO (Rue Victor) / entre Avenue CHARRAS et Avenue Edouard MICHELIN","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mardi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","HUGUES (Allée Clovis) / entre Rue CLOVIS HUGUES et Impasse",Samedi,"05h00 / 12h00","Semaine ",Jeudi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","HUGUES (Rue Clovis) / entre Rue PROUDHON et Chemin de FLOREAL",Samedi,"05h00 / 12h00","Semaine ",Jeudi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","HUGUES (Rue Michel) / entre Rue BLATIN et Rue LAMARTINE",Samedi,"05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","HUGUET (Place Robert) / Rue d'ASSAS",Samedi,"05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","HUIT MAI 1945 ( Rue du ) / entre Boulevard PASTEUR et Rue des SALINS","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","IMPASSE 114 (Avenue E,Michelin) / Avenue Edouard MICHELIN","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mardi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","INDUSTRIE (Rue de l') / entre Rue NIEL et Impasse","Lundi - Jeudi","14h00 / 21h00 - 05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","IRIS (Allée des) / entre Cité de LACHAUX Rue Pierre PUGET et Rue des RIVAUX",Samedi,"05h00 / 12h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","ITALIE (Avenue d') Impair / entre Avenue Edouard MICHELIN et Avenue de l'UNION SOVIETIQUE","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mardi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","ITALIE (Avenue d') Pair / entre Rue des JACOBINS et Avenue de la GRANDE BRETAGNE","Mardi - Vendredi","05h00 / 12h00 - 05h00 / 12h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JACOBINS (Rue des) Impairs / entre Place DELILLE et Place des CARMES DECHAUX","Mardi - Vendredi","05h00 / 12h00 - 05h00 / 12h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JACOBINS (Rue des) Pairs / entre Place DELILLE et Place des CARMES DECHAUX","Mardi - Vendredi","05h00 / 12h00 - 05h00 / 12h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JACQUARD (Rue) / entre Rue des CHANELLES et Rue CHATEAUBRIAND",Jeudi,"05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JALIFIER (Rue) / entre Rue des SALINS et Rue DRELON","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JAMET (Allée Rémy) / entre Rue de TREMONTEIX et Impasse",Jeudi,"14h / 21h","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JARDINIERS (Rue des) / entre Boulevard John F.KENNEDY et Rue du COLOMBIER","Mardi - Vendredi","13h00 / 20h00 - 14h00 / 21h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JARDINS D'ILIANE (Rue des) / entre Rue du CHATEAU des VERGNES et Rue du CHATEAU DES VERGNES",Mardi,"05h00 / 12h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JASSAT (Impasse) / entre Avenue Léon BLUM (face au N°17) et Impasse","Mercredi - Samedi","14h00 / 21h00 - 05h00 / 12h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JAUDE (Place de) / entre Avenue des ETATS-UNIS et Rue GONOD","Mardi - Samedi","05h00 / 07h30 - 05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","Rue Ar / entre Rue de BELLEVUE et Viaduc SAINT JACQUES","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mardi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JAURES (Boulevard Jean) Impaire","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mardi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JAURES (Boulevard Jean) Pair / entre Rue des SALINS et Rue de RABANESSE","Mardi - Vendredi","05h00 / 12h00 - 05h00 / 12h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JEU DE PAUME (Impasse du) / entre Rue BALLAINVILLIERS et Impasse","Mardi - Samedi","05h00 / 07h30 - 05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JEUNESSE (Rue de la) / entre Rue VIVIANI et Rue Victorien SARDOU",Mardi,"05h00 / 12h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JOFFRE (Rue Maréchal) / entre Place Michel de L'HOSPITAL et Rue Hyppolite RENOUX","Mardi - Samedi","05h00 / 07h30 - 05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JOFFRE (Rue Maréchal) / entre Rue SAINT BENOIT et Cours SABLON","Mardi - Samedi","05h00 / 07h30 - 05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JOFFRE (Rue Maréchal) / entre Rue BALLAINVILLIERS et Rue SAINT BENOIT",Samedi,"05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JOUANNEAU (Rue Maurice) / Rue du CHEVAL",Mardi,"05h00 / 12h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JOUHAUX (Boulevard Léon) / entre Place de la FONTAINE et Boulevard Ambroise BRUGIERE","Lundi - Jeudi","14h00 / 21h00 - 05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JOUHAUX (Boulevard Léon) Pairs / entre Boulevard Vincent AURIOL et Rue MONTESQUIEU",Mardi,"05h00 / 12h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JOUHAUX (Boulevard Léon) Pairs / entre Rue Montesquieu et Boulevard Edgard QUINET","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JOURDA F.H (Rue)",,,"Semaine ","colonnes ",,"Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JOUVE (Rue Auguste) / Rue de l'ORADOU (après le N°164)","Mercredi - Samedi","14h00 / 21h00 - 05h00 / 12h00","Semaine ",Jeudi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JOUVE (Rue Auguste) n° 1-2-3-4-6-8-16",Samedi,"05h00 / 12h00","Semaine ",Jeudi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JUGAN (Rue Jeanne) / entre Rue Pont de Neyrat et Rue Nelson Mandela","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,14h/21h45,"Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JUIN (Rue Maréchal) Impairs / entre Rue Georges CLEMENCEAU et Rue Maréchal de LATTRE","Mardi - Samedi","05h00 / 07h30 - 05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JUIN (Rue Maréchal) Pairs / entre Rue Saint GENES et Boulevard DESAIX","Mardi - Samedi","05h00 / 07h30 - 05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JULIEN (Avenue) / entre Bld DUCLAUX et Rue BONNABAUD","Mardi - Vendredi","05h00 / 12h00 - 05h00 / 12h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JULIEN (Avenue) / entre Rue BONNABAUD et Place de JAUDE","Mardi - Samedi","05h00 / 07h30 - 05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JUNON (Rue de) / entre Rue des PLANCHETTES et Impasse","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","JUPITER (Rue de) / Rue des BARTAVELLES",Jeudi,"05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","KELLERMANN (Rue) / Rue FONTGIEVE","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","KELLERMANN (Rue) / Boulevard BERTHELOT","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","KENNEDY (Boulevard John F.) / entre Rue de la CHARME et Rue de MALINTRAT","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","KEPLER (Impasse) / entre Rue KEPLER et Impasse","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","KEPLER (Rue) / entre Rue Jules VERNE et Avenue de l'AGRICULTURE","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","KESSLER (Rue) / entre Boulevard François MITTERRAND et Boulevard COTE BLATIN","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","KESSLER (Rue) / entre Rue Etienne DOLET et Boulevard COTE BLATIN","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mardi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","KLEBER (Rue) / entre Rue du SEMINAIRE et Rue Saint ANTOINE","Lundi - Jeudi","05h00 / 07h30 - 05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","LA TOUR D'AUVERGNE (Rue) / entre Boulevard DESAIX et Rue d'ASSAS","Mardi - Samedi","05h00 / 07h30 - 05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","LABROSSE (Rue Claudius) / entre Rue de BOUYS (entre le N°35 bis et 37) et Impasse",Mardi,"05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","LACEPEDE (Rue) / entre Rue Marinette MENUT et Boulevard Jean-Baptiste DUMAS","Mardi - Vendredi","05h00 / 12h00 - 05h00 / 12h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","LACOSTE (Rue Abbé) / entre Rue BEAUREGARD et Rue BARNIER",Samedi,"05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","LAENNEC (Impasse) / Rue LAENNEC","Lundi - Jeudi","14h00 / 21h00 - 05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","LAENNEC (Rue) / entre Avenue de la REPUBLIQUE et Rue MICHELET","Lundi - Jeudi","14h00 / 21h00 - 05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","LAFAYETTE (Boulevard) / entre Avenue des PAULINES et Cours SABLON","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
