Insee,"Code postal",Commune,"Nombre habitants",Rue,Ordures,"Horaires ordures",Recurrence,Tri,"Horaires tri",Recurrence
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHARCOT (Boulevard) / entre Fontaine du large et Beaupeyras",Jeudi,"05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHARCOT (Boulevard) / entre Beaupeyras et 3 resistants",Jeudi,"05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHARITE (Rue de la) / entre Cité de la PLAINE Rue de l'ESPERANCE et Rue DIDEROT",Mardi,"14h00 / 21h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHARME (Rue de la) / Rue MONTESQUIEU","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHAROLAIS (Rue du) / entre Avenue Edouard MICHELIN et Rue du PRE la REINE","Lundi - Jeudi","14h00 / 21h00 - 05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHARPAIGNE (Impasse) / entre Rue Saint ALYRE et Impasse","Mardi - Vendredi","05h00 / 12h00 - 05h00 / 12h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHARRAS (Avenue) / entre Avenue d' ITALIE et Place DELILLE","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHARRAS (Avenue) / entre Avenue d l'union Soviétique et Avenue d' ITALIE","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mardi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHARRETIERE (Rue) / entre Rue Georges CLEMENCEAU et Place de la FRANCE LIBRE",Samedi,"05h00 / 12h00","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHARRETON (Rue) / entre Rue Jean MONNET et Bout de Rue",Jeudi,"05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHARTIER (Rue Alain) / entre Rue Anatole FRANCE et Rue de la CARTOUCHERIE","Mercredi - Samedi","05h00 / 12h00 - 05h00 / 12h00","Semaine ",Jeudi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHARTOIRE (Boulevard Louis) / entre Boulevard Georges POMPIDOU et R.D. 772","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHATEAU (Petite rue du) / entre Rue du SEMINAIRE et Rue des BAILLIS","Lundi - Jeudi","05h00 / 07h30 - 05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHATEAU (Rue du) / entre Place des CONSULS et Rue Emile ZOLA","Lundi - Jeudi","05h00 / 07h30 - 05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHATEAU (Rue Traversiere du) / entre Rue du TEMPLE et Petite rue du CHATEAU","Lundi - Jeudi","05h00 / 07h30 - 05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHATEAU DES VERGNES (Rue du) / entre Rue Victorien SARDOU et Impasse des LILIUMS",Mardi,"14h00 / 21h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHATEAU DES VERGNES (Rue du) / entre Impasse des LILIUMS et Rue Adrien MABRUT","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHATEAUBRIAND ( Rue ) / entre Bd. CHARCOT et FIN de Rue",Jeudi,"05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHATEAUBRIAND ( Rue ) / entre Bd. CHARCOT et Rue SULLY",Jeudi,"14h00 / 21h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHATEAUBRIAND (Rue) Impair / entre Boulevard Maurice POURCHON et Rue SULLY","Lundi - Jeudi","14h00 / 21h00 - 05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHATEAUBRIAND (Rue) Impairs / entre Boulevard LAVOISIER et Boulevard Gordon BENNET","Lundi - Jeudi","14h00 / 21h00 - 05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHATEAUBRIAND (Rue) Pair / entre Boulevard Maurice POURCHON et Rue SULLY","Lundi - Jeudi","14h00 / 21h00 - 05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHATEAUBRIAND (Rue) Pairs / entre Boulevard LAVOISIER et Boulevard Gordon BENNET","Lundi - Jeudi","14h00 / 21h00 - 05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHATEAUDUN (Rue de) / entre Avenue Edouard MICHELIN et Avenue de l'UNION SOVIETIQUE","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mardi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHATEAUDUN (Rue de) / entre Avenue de la REPUBLIQUE et Avenue Edouard MICHELIN","Lundi - Jeudi","14h00 / 21h00 - 05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHAUFFOUR (Passage du) / entre Rue BERGIER et Rue du CHAUFFOUR",Samedi,"05h00 / 12h00","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHAUFFOUR (Rue du) Impair / entre Rue de BLANZAT et Rue Sainte GEORGE","Mardi - Vendredi","05h00 / 12h00 - 05h00 / 12h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHAUFFOUR (Rue du) Pair / entre Rue GAULTIER de BIAUZAT et Rue de BLANZAT",Samedi,"13h / 21h","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHAUSSEE CLAUDIUS (rue) présentation rue Bouillet / entre place Turgot et Av G.Couthon","lu - je","13h / 21h - 05h / 12h","Semaine ",Vendredi,"05h / 12h","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHAUSSETIERS (Impasse des) / entre Rue des CHAUSSETIERS (entre le N°13 et 15) et Impasse",Samedi,"05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHAUSSETIERS (Rue des) / entre Place Edmond LEMAIGRE et Rue du CHEVAL BLANC",Samedi,"05h00 / 12h00","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHEVAL (Rue du) / entre Boulevard Etienne CLEMENTEL et Rue du TORPILLEUR SIROCCO",Mardi,"05h00 / 12h00","Semaine ",Mercredi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHEVAL (Rue du) / entre Rue du petit Var et Rue du TORPILLEUR SIROCCO",Mardi,"05h00 / 07h30","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHEVAL BLANC (Rue du) / entre Rue de la PREFECTURE et Rue des GRAS","Mardi - Samedi","05h00 / 07h30 - 05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHEVREUL (Rue) / entre Rue Alexis PIRON et Rue BERTEAUX","Mercredi - Samedi","14h00 / 21h00 - 05h00 / 12h00","Semaine ",Jeudi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHEVREUL (Rue) / entre Rue BERTEAUX et Rue Georges RISSLER","Mercredi - Samedi","14h00 / 21h00 - 05h00 / 12h00","Semaine ",Jeudi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHIBRET (Impasse Docteur) / Rue Docteur Chibret",Samedi,"05h00 / 12h00","Semaine ",Jeudi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHIBRET (Rue Docteur) / entre Avenue Léon BLUM et Rue d'ALBON","Mercredi - Samedi","05h00 / 12h00 - 05h00 / 12h00","Semaine ",Jeudi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHIGNAT (Rue de) / entre Rue de la CARTOUCHERIE et Rue Anatole FRANCE","Mercredi - Samedi","05h00 / 12h00 - 05h00 / 12h00","Semaine ",Jeudi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHURCHILL (Boulevard Winston) Impairs / entre Rue Alexandre RIBOT et Place Henri DUNANT","Mercredi - Samedi","05h00 / 12h00 - 05h00 / 12h00","Semaine ",Jeudi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CHURCHILL (Boulevard Winston) Pairs / entre Place Henri DUNANT et Rue Montalembert","Mercredi - Samedi","05h00 / 12h00 - 05h00 / 12h00","Semaine ",Jeudi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CIMETIERE des Carmes / ",Lundi,"05h00 / 12h00","Semaine ",,,"Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CIMETIERE de Crouel / ",Lundi,"05h00 / 12h00","Semaine ",,,"Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CIMETIERE de Montferrand / ",Lundi,"05h00 / 12h00","Semaine ",,,"Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CIMETIERE St Jacques / ",Samedi,"14h00 / 21h00","Semaine ",,,"Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CITE (Rue de la) / entre Rue de CHATEAUDUN et Avenue Edouard MICHELIN","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mardi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CLARET (Rue Jean) / entre Rue de l'HERMITAGE et Rue Louis ROSIER","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CLAUSSAT (Rue Docteur) / entre Rue Jules GUESDE et Rue de la GRAVIERE","Lundi - Jeudi","05h00 / 07h30 - 05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CLAUSSMANN (Rue) / entre Place de la POTERNE et Rue BARNIER",Samedi,"05h00 / 12h00","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CLAVERIE (Allée) / entre Rue Louis CUOQ (entre le N°29 et 31) et Impasse",Jeudi,"05h00 / 07h30","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CLEMENCEAU (Rue Georges) Impair / entre Avenue Colonel GASPARD et Boulevard Léon MALFREYT",Samedi,"05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CLEMENCEAU (Rue Georges) Pair / entre Avenue Colonel GASPARD et Boulevard Léon MALFREYT",Samedi,"14h00 / 21h00","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CLEMENTEL (Boulevard Etienne) / entre Rue ROUVIER et Rue de FLAMINA","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CLEMENTEL (Boulevard Etienne) / entre Lotissement de CHAMPRATEL et Rue Robert LEMOY","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CLEMENTEL (Boulevard Etienne) / entre Rue François TARAVANT et Rue de la Fontaine de la RATTE","Lundi - Jeudi","14h00 / 21h00 - 05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CLEMENTEL (Boulevard Etienne) / entre Rue du Dr BOUSQUET et Avenue Fernand FOREST","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CLEMENTEL (Boulevard Etienne) Impairs / entre Rue des CLOS et Rue du Dr BOUSQUET","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CLEMENTEL (Boulevard Etienne) Impairs / entre Rue de CHANCROLE et Rue des CLOS","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CLEMENTEL (Boulevard Etienne) Pairs / entre Carrefour des PISTES et Rue ROUVIER",Mardi,"14h00 / 21h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CLEMENTEL (Boulevard Etienne) Pairs / entre Rue ROUVIER et Rue de FLAMINA","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CLOS (Allée des) / entre Boulevard Etienne CLEMENTEL (entre N°225 227) et Impasse",Mardi,"05h00 / 12h00","Semaine ",Mercredi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CLOS (Rue des) / entre Boulevard Etienne CLEMENTEL et Rue du TORPILLEUR SIROCCO",Mardi,"05h00 / 12h00","Semaine ",Mercredi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CLOS (Rue des) / entre Rue du NEYRAT et Rue du TORPILLEUR SIROCCO",Mardi,"05h00 / 12h00","Semaine ",Mercredi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CLOS CHANTURGUE (Rue du) / entre Rue CHAMPFLEURI et Rue SOUS les VIGNES",Jeudi,"14h00 / 21h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CLOS FOUR (Rue du) / entre Rue de la GRAVIERE et Rue Entre les deux villes","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CLOS NOTRE DAME (Rue du) / entre Rue FONTGIEVE et Rue du BELLOY","Mardi - Vendredi","05h00 / 12h00 - 05h00 / 12h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CLOS NOTRE DAME (Rue du) / entre Rue du BELLOY et Rue Saint ALYRE","Mardi - Vendredi","05h00 / 12h00 - 05h00 / 12h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CLOS PERRET (Rue du) / entre Rue des Lierres et FIN de Rue",Jeudi,"05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CLOS PERRET (Rue du) impair / entre Rue des Lierres et Rue des Chanelles",Jeudi,"14h00 / 21h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CLOS PERRET (Rue du) pair / entre Rue des Chanelles et Rue des Lierres","Lundi - Jeudi","14h00 / 21h00 - 05h00 / 12h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COCHE (Rue du) / Sorti Place de Jaude",Samedi,"14h00 / 21h00","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COCHET (Rue Général) / entre Avenue Edouard MICHELIN et Rue d'AGUESSEAU","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mardi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COHENDY (Impasse Docteur) / entre Rue Docteur COHENDY et Impasse","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mardi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COHENDY (Rue Docteur) / entre Rue Etienne DOLET et Rue des GOURLETTES","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mardi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COIFFERIE (Rue de la) / entre Place des GRAS et Place du MAZET",Samedi,"14h00 / 21h00","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COLBERT (Rue) / entre Avenue JULIEN et Rue RAMEAU","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COLBERT (Rue) / entre Avenue JULIEN et Rue Eugène GILBERT","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COLLOMP (Rue Paul) / entre Avenue CARNOT et Boulevard LAFAYETTE","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COLLOT D'HERBOIS (Rue) / entre Rue DAGUERRE et Rue FLAMENG","Mercredi - Samedi","14h00 / 21h00 - 05h00 / 12h00","Semaine ",Jeudi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COLMAR (Rue de) / entre Rue Jeanne d'ARC et Rue POURCHET","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mardi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COLOMBIER (Rue du) / entre Boulevard John F.KENNEDY et Rue de la Grande COMBAUDE","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COMMANDANT LUC (rue du) / ","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COMBAUDE (Rue de la Grande) / entre Rue de la CHARME et Rue du COLOMBIER","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COMBES (Rue Emile) / entre Boulevard Ambroise BRUGIERE et Rue des GRAVANCHES",Mardi,"05h00 / 12h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COMTE (Rue Auguste) / entre Rue du BAS CHAMPFLOUR et Impasse",Jeudi,"05h00 / 07h30","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COMTESSE G ( Place de la ) / entre Boulevard LEON JOUHAUX et Rue du TEMPLE","Lundi - Jeudi","05h00 / 07h30 - 05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CONCORDANCE (Chemin de la) / entre Rue de BLANZAT et Plateau de CHANTURGUE",Jeudi,"14h00 / 21h00","Semaine ",Vendredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CONDAMINE (Impasse de la) / entre Rue de la CONDAMINE et Rue FRERE HERIBAUD","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mardi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CONDAMINE (Rue de la) / entre Rue Anatole FRANCE et Rue de la CARTOUCHERIE",Samedi,"14h00 / 21h00","Semaine ",Jeudi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CONDAMINE (Rue de la) / entre Avenue Edouard MICHELIN et Rue Anatole FRANCE","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mardi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CONDORCET (Rue) / entre Rue Jean CLARET et Rue Louis ROSIER","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CONFIANCE (Passage de la) / entre Rue de la CONFIANCE (entre les N°47-49) et Impasse",Mardi,"05h00 / 12h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CONFIANCE (Rue de la) / entre Rue de l'ESPERANCE et Rue ROUVIER",Mardi,"05h00 / 12h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CONFIANCE (Rue de la) / entre Rue ROUVIER et Rue de MERCOEUR",Mardi,"05h00 / 07h30","Semaine ",Mercredi,"13h00 / 21h45","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CONSULS (Place des) / entre Rue des BAILLIS et Rue du TEMPLE","Lundi - Jeudi","05h00 / 07h30 - 05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COQUELICOTS (Allée des) / entre Cité de LACHAUX Chemin des CEZEAUX et Rue des MEUNIERS",Samedi,"14h00 / 21h00","Semaine ",Jeudi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CORAIL (Square du) / Rue TOURRETTE","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CORDELIERS (Place des) / entre Rue des CORDELIERS et Boulevard Etienne CLEMENTEL","Lundi - Jeudi","05h00 / 07h30 - 05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CORDELIERS (Rue des) / entre Rue du SEMINAIRE et Place des CORDELIERS","Lundi - Jeudi","05h00 / 07h30 - 05h00 / 07h30","Semaine ",Mercredi,"05h00 / 07h30","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","CORNEILLE (Rue) / entre Rue Emmanuel CHABRIER et Chemin des VIOLETTES","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COROT (Rue) / entre Boulevard LOUCHEUR et Rue FLAMENG","Mercredi - Samedi","14h00 / 21h00 - 05h00 / 12h00","Semaine ",Jeudi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COSTES ET BELLONTE (Rue) / entre R.D N°772 et lot.industriel la COMBAUDE SUD","Mardi - Vendredi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COTE (Allée de la) / entre Cité de LACHAUX Allée de l'OUEST et Allée de la PLAINE",Samedi,"05h00 / 12h00","Semaine ",Jeudi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COTE BLATIN (Boulevard) Impair / entre Avenue Leon BLUM et Boulevard LAFAYETTE","Mercredi - Samedi","05h00 / 12h00 - 05h00 / 12h00","Semaine ",Jeudi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COTE BLATIN (Boulevard) Impair / entre Viaduc St JACQUES et Avenue Leon BLUM","Mercredi - Samedi","14h00 / 21h00 - 05h00 / 12h00","Semaine ",Jeudi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COTE BLATIN (Boulevard) Impair / entre Boulevard Jean JAURES et Viaduc St JACQUES","Lundi - Jeudi","14h00 / 21h00 - 14h00 / 21h00","Semaine ",Mardi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COTE BLATIN (Boulevard) Pair / entre Rue KESSLER et Boulevard LAFAYETTE","Mardi - Vendredi","05h00 / 12h00 - 05h00 / 12h00","Semaine ",Mercredi,"05h00 / 12h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COTEAU (Allée du) / entre Cité de la PRADELLE Allée des JARDINS et Rue René SOULET",Samedi,"05h00 / 12h00","Semaine ",Jeudi,"13h00 / 20h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COTEAU DE LA CROIX (Rue du) / entre Rue du CHEVAL et Impasse",Mardi,"05h00 / 12h00","Semaine ",Mercredi,"14h00 / 21h00","Semaine "
"63113 ","63110 ",CLERMONT-FERRAND,"145041 ","COTEPET (Rue de) / entre Avenue de la LIBERATION et Rue PONCILLON",Jeudi,"05h00 / 12h00","Semaine ",Mardi,"13h00 / 20h00","Semaine "
